Id,MS Zoning,Lot Area,Lot Shape,Neighborhood,Bldg Type,House Style,Mas Vnr Type,Exter Qual,Bsmt Qual,Bsmt Exposure,Total Bsmt SF,Heating QC,Central Air,1st Flr SF,Gr Liv Area,Kitchen AbvGr,Kitchen Qual,Garage Finish,Garage Cars,Garage Area,Paved Drive,has_alley,has_fence,has_fireplace,Total Bsmt Bath,total_baths,on_cds,Overall Goodness
355,161,RL,11275,Reg,NAmes,1Fam,SLvl,BrkFace,3,4,1,710,4,1,1898,2978,1,3,3,2,564,1,0,0,1,0,3,0,49
356,726,RM,9720,Reg,OldTown,1Fam,2Story,None,2,3,1,741,4,1,780,1521,1,3,1,3,640,1,1,1,0,0,1,0,42
357,845,RL,9017,IR1,CollgCr,1Fam,1Story,None,3,4,3,1431,4,1,1431,1431,1,3,3,2,666,1,0,0,0,1,2,0,35
358,947,RL,10125,Reg,Mitchel,1Fam,2Story,None,3,4,1,1107,4,1,1040,2052,1,3,3,3,642,1,0,0,1,0,3,0,40
359,2232,RM,8500,Reg,IDOTRR,1Fam,1.5Fin,None,2,3,1,793,2,0,997,1517,1,1,0,0,0,0,0,0,0,0,2,0,35
360,2563,RL,9490,Reg,NAmes,1Fam,1.5Fin,None,2,3,1,806,2,1,958,1578,1,1,1,1,240,1,0,1,1,1,1,0,42
361,2299,RL,27697,Reg,Mitchel,1Fam,1Story,CBlock,2,3,1,1396,2,0,1608,1608,1,2,1,1,444,1,0,0,0,0,1,0,12
362,211,RL,10632,IR1,ClearCr,1Fam,1.5Fin,None,2,4,1,689,3,0,725,1224,1,0,1,1,180,0,0,0,0,0,2,0,15
363,605,RL,11475,Reg,NAmes,Duplex,1Story,BrkFace,2,3,1,1584,2,1,1776,1776,2,2,1,3,888,1,0,0,0,1,2,0,25
364,1478,RL,11049,Reg,CollgCr,1Fam,1Story,None,3,5,3,1234,4,1,1234,1234,1,3,2,2,484,1,0,0,0,0,2,0,40
365,2247,RM,4750,IR1,Crawfor,TwnhsE,1Story,Stone,3,4,4,1573,4,1,1625,1625,1,3,3,2,538,1,0,0,1,2,2,0,40
366,2274,RL,35133,Reg,Timber,1Fam,1Story,BrkFace,2,3,4,1572,3,1,1572,1572,1,2,2,3,995,1,0,0,1,1,2,0,20
367,2869,RL,12984,Reg,Crawfor,1Fam,1Story,BrkFace,2,4,2,1430,4,1,1647,1647,1,3,3,2,621,1,0,0,1,1,2,0,30
368,967,RL,9157,IR1,Timber,1Fam,2Story,None,3,4,1,912,4,1,1072,2014,1,3,3,2,486,1,0,0,0,0,3,0,35
369,2656,RM,5820,Reg,OldTown,1Fam,1Story,None,2,3,1,1162,4,1,1163,1163,1,2,1,1,220,1,0,0,0,1,1,0,24
370,667,RL,9671,Reg,NAmes,Duplex,2Story,Stone,2,3,1,1248,2,1,1248,2544,2,2,2,3,907,1,0,0,0,0,4,0,30
371,1042,RM,1890,Reg,BrDale,Twnhs,2Story,BrkFace,2,3,1,483,3,1,483,987,1,2,1,1,352,1,0,0,0,0,2,0,36
372,2023,RL,13515,Reg,BrkSide,1Fam,2Story,None,2,3,1,764,4,1,1060,1824,1,2,1,2,520,0,1,1,1,0,1,0,36
373,2447,RL,9233,IR1,NoRidge,1Fam,2Story,BrkFace,3,5,3,1540,4,1,1540,2855,1,4,2,3,774,1,0,0,1,1,3,0,45
374,2055,RL,8400,Reg,Sawyer,1Fam,SFoyer,None,2,3,4,814,3,1,913,913,1,2,1,1,240,1,0,0,0,1,1,0,30
375,2275,RL,15306,IR1,Timber,1Fam,1Story,Stone,3,5,4,1732,4,1,1776,1776,1,3,3,3,712,1,0,0,1,1,2,0,40
376,2204,RL,7642,Reg,Crawfor,1Fam,1.5Fin,None,3,3,1,912,3,1,912,1426,1,3,1,1,216,1,0,1,1,0,2,0,56
377,1563,RM,3842,IR1,Crawfor,TwnhsE,1Story,Stone,3,5,4,1594,4,1,1646,1646,1,3,3,2,482,1,0,0,1,2,2,0,40
378,483,RL,5063,Reg,NridgHt,Twnhs,1Story,Stone,3,4,1,1314,4,1,1314,1314,1,3,2,2,626,1,0,0,1,1,2,0,35
379,796,RL,4235,Reg,Edwards,TwnhsE,1Story,BrkFace,3,4,2,1049,2,1,1049,1049,1,3,3,1,266,1,0,0,0,1,2,0,25
380,1526,RL,15576,Reg,Crawfor,1Fam,2Story,None,2,4,1,840,4,1,840,1680,1,2,1,1,308,1,0,0,0,0,2,0,42
381,2042,RM,10120,IR1,OldTown,2fmCon,2.5Unf,None,1,3,1,925,2,0,964,1889,2,2,1,1,308,0,0,1,1,0,2,0,28
382,442,RL,13514,IR1,NridgHt,1Fam,1Story,None,4,5,1,1774,4,1,1808,1808,1,4,3,3,850,1,0,0,1,1,2,0,45
383,1693,RL,13440,Reg,NridgHt,1Fam,2Story,BrkFace,3,5,1,1108,4,1,1148,2550,1,4,3,3,670,1,0,0,1,0,3,0,40
384,1468,RL,8750,Reg,CollgCr,1Fam,2Story,None,3,4,1,915,4,1,933,1908,1,3,1,2,493,1,0,0,1,1,3,0,35
385,1430,RL,11500,IR1,ClearCr,1Fam,1Story,None,2,4,4,1182,4,1,1643,1643,1,2,1,2,438,1,0,0,1,1,2,1,36
386,2605,RL,10800,Reg,OldTown,2fmCon,1.5Fin,None,2,3,1,954,2,0,1766,2414,2,2,1,2,520,0,0,0,1,0,2,0,20
387,1529,RL,7609,Reg,Crawfor,1Fam,2Story,None,3,2,1,798,4,1,798,1512,1,3,1,1,180,0,0,1,1,1,2,0,72
388,335,RL,26142,IR1,Mitchel,1Fam,1Story,BrkFace,2,3,1,1188,2,1,1188,1188,1,2,1,1,312,0,0,0,0,0,1,1,35
389,1287,RM,9184,Reg,OldTown,1Fam,1.5Fin,None,2,3,1,780,4,1,948,1323,1,2,1,2,400,1,1,0,0,0,1,0,35
390,31,RM,1680,Reg,BrDale,Twnhs,2Story,BrkFace,2,3,1,525,2,1,525,1092,1,2,1,1,320,1,0,0,0,0,2,0,25
391,1785,RL,9416,Reg,Somerst,1Fam,1Story,Stone,4,5,1,1726,4,1,1726,1726,1,4,3,3,786,1,0,0,1,1,2,0,35
392,82,RL,8400,Reg,SawyerW,1Fam,2Story,BrkFace,2,4,1,650,2,1,888,1564,1,2,1,2,476,1,0,1,1,0,3,0,36
393,2620,RL,12144,Reg,NAmes,1Fam,1.5Fin,None,2,3,1,910,3,1,910,1521,1,3,1,1,597,1,0,0,0,0,2,0,24
394,252,RL,10402,IR1,CollgCr,1Fam,1Story,None,2,4,1,1226,4,1,1226,1226,1,3,2,3,740,1,0,0,0,0,2,0,35
395,721,C (all),3300,Reg,OldTown,1Fam,1Story,None,2,3,1,624,4,1,816,816,1,2,0,0,0,0,0,0,1,0,1,0,12
396,2165,RL,8334,Reg,CollgCr,1Fam,1Story,None,3,4,1,1330,4,1,1330,1330,1,3,3,2,437,1,0,0,1,0,2,0,30
397,2316,RL,11207,IR1,Gilbert,1Fam,2Story,None,2,4,3,802,3,1,802,1511,1,2,3,2,413,1,0,0,1,1,3,0,30
398,775,RL,7252,IR1,Sawyer,1Fam,SFoyer,None,2,4,3,858,2,1,858,858,1,2,1,2,576,1,0,0,0,1,1,1,25
399,1558,C (all),18000,Reg,IDOTRR,1Fam,1Story,None,1,3,1,894,2,1,894,894,1,2,2,3,1248,1,0,0,0,0,1,0,12
400,17,RL,12134,IR1,Gilbert,1Fam,1.5Fin,None,3,4,3,559,3,1,1080,1752,1,2,2,2,492,1,0,0,0,0,2,0,56
401,1022,RL,14450,Reg,NWAmes,1Fam,1Story,BrkFace,3,4,1,1782,2,1,1782,1782,1,3,3,2,551,1,0,0,1,1,2,0,35
402,925,RL,7681,IR1,Crawfor,1Fam,1.5Fin,None,2,3,1,731,4,1,820,1343,1,2,1,1,186,1,0,0,1,0,2,0,30
403,438,RL,11146,IR1,NridgHt,1Fam,1Story,Stone,3,5,3,1709,4,1,1717,1717,1,3,2,3,908,1,0,0,1,0,2,0,40
404,1270,RL,7910,Reg,NAmes,1Fam,SLvl,None,2,3,1,1075,3,1,1507,1507,1,2,1,1,404,1,0,1,0,0,2,0,25
405,1272,RL,8000,Reg,NAmes,1Fam,1Story,None,2,3,1,1027,2,1,1027,1027,1,2,1,1,299,1,0,0,0,1,1,0,25
406,215,RH,6048,Reg,SWISU,2fmCon,1.5Fin,None,2,3,2,856,3,1,936,1680,2,2,1,2,450,0,0,0,1,1,2,0,35
407,266,RL,9548,IR1,CollgCr,1Fam,2Story,BrkFace,3,4,1,941,4,1,941,1829,1,3,2,2,613,1,0,0,1,1,3,1,42
408,2402,RL,10927,Reg,NridgHt,1Fam,2Story,BrkFace,3,4,3,1058,4,1,1058,1904,1,4,3,2,736,1,0,0,1,1,3,0,40
409,1250,RL,7350,Reg,NAmes,1Fam,1Story,None,2,3,2,952,2,1,952,952,1,2,1,2,840,1,0,0,0,1,1,0,35
410,1984,RM,5925,Reg,OldTown,1Fam,1Story,BrkCmn,2,2,1,907,2,1,1131,1131,1,2,1,2,672,1,0,1,0,0,1,0,28
411,1279,RL,7200,Reg,NAmes,1Fam,1.5Fin,None,2,3,2,768,3,1,1024,1588,1,2,1,2,480,1,0,0,0,0,2,0,30
412,377,RL,12388,IR1,NWAmes,1Fam,2Story,BrkFace,2,4,1,1043,2,1,1539,2673,1,3,2,2,441,1,0,0,1,0,3,0,49
413,1252,RL,8838,Reg,NAmes,1Fam,1Story,None,2,0,0,0,3,1,1764,1764,1,2,3,1,301,1,0,0,1,0,3,0,15
414,2156,RL,10000,Reg,CollgCr,1Fam,2Story,BrkFace,3,4,1,1220,4,1,1220,2090,1,3,2,2,556,1,0,0,1,1,3,0,40
415,499,RL,12203,IR1,NoRidge,1Fam,2Story,BrkFace,3,4,1,1225,4,1,1276,2612,1,3,3,3,676,1,0,0,1,1,3,0,40
416,1374,RL,21286,Reg,Sawyer,1Fam,1.5Fin,None,2,3,1,720,2,1,720,1271,1,2,1,1,312,1,0,0,1,0,2,0,25
417,2898,RL,11170,IR2,Timber,1Fam,2Story,None,2,4,1,1216,4,1,1298,2514,1,2,3,2,693,1,0,1,0,0,3,0,35
418,401,RL,10500,Reg,NAmes,1Fam,1Story,None,2,3,1,864,3,1,864,864,1,2,1,2,576,1,0,0,0,0,1,0,24
419,2721,RL,13125,Reg,Sawyer,1Fam,1Story,BrkCmn,2,3,1,1134,4,1,1803,1803,1,2,2,2,484,1,0,1,1,1,2,0,20
420,2078,RL,12671,IR1,ClearCr,1Fam,1Story,Stone,2,4,1,1288,4,1,2422,2422,1,3,3,2,527,1,0,0,1,0,3,0,42
421,2589,RL,13600,Reg,NAmes,1Fam,1Story,None,2,3,1,1056,3,1,1056,1056,1,2,3,1,300,1,0,1,0,1,2,0,30
422,1946,RL,21281,Reg,NAmes,1Fam,2Story,None,2,3,1,666,3,1,1308,3086,1,3,1,3,1200,1,0,0,0,0,4,0,20
423,1334,RM,5870,Reg,BrkSide,1Fam,2Story,None,2,3,1,554,4,1,736,1290,1,2,1,1,200,1,0,1,0,0,2,0,54
424,2781,RL,13704,IR1,CollgCr,1Fam,1Story,BrkFace,3,4,1,1541,4,1,1541,1541,1,3,2,3,843,1,0,0,1,0,2,0,35
425,431,RL,12220,Reg,NridgHt,1Fam,1Story,BrkFace,4,5,1,2006,4,1,2020,2020,1,4,3,3,900,1,0,0,1,1,3,0,50
426,576,RL,3782,IR1,Greens,TwnhsE,1Story,None,3,4,4,1226,2,1,1226,1226,1,3,3,2,484,1,0,0,1,1,1,1,40
427,1474,RL,8450,Reg,CollgCr,1Fam,2Story,BrkFace,3,4,1,856,4,1,856,1710,1,3,2,2,548,1,0,0,0,1,3,0,35
428,2254,RL,8750,IR1,Mitchel,1Fam,SLvl,Stone,2,3,3,852,2,1,918,918,0,2,1,1,360,1,0,0,0,1,1,0,42
429,2155,RL,11248,IR1,CollgCr,1Fam,1Story,Stone,3,4,3,1626,4,1,1668,1668,1,3,3,3,702,1,0,0,1,1,2,0,45
430,885,RL,8777,Reg,Edwards,1Fam,1Story,None,2,0,0,0,4,1,1126,1126,1,3,3,2,520,0,0,1,0,0,2,0,20
431,643,RL,8128,IR1,NAmes,1Fam,1Story,BrkFace,2,3,1,1062,3,1,1062,1062,1,2,1,1,297,1,0,0,0,1,1,1,42
432,1944,RL,9600,Reg,NAmes,1Fam,1.5Unf,None,2,3,1,845,2,1,893,893,1,3,1,2,576,1,0,0,0,1,1,0,35
433,480,RL,10125,IR1,Gilbert,1Fam,2Story,None,3,4,2,846,4,1,846,1594,1,3,3,2,434,1,0,1,1,0,3,0,35
434,2845,RL,11388,Reg,Edwards,1Fam,1.5Fin,None,2,3,1,616,2,0,1055,1273,1,3,1,1,275,0,0,0,0,0,1,0,28
435,2387,RL,14215,IR1,NridgHt,1Fam,2Story,BrkFace,3,5,3,1158,4,1,1158,2376,1,3,2,3,853,1,0,0,1,0,4,0,40
436,2407,RL,6792,IR1,NridgHt,TwnhsE,1Story,Stone,3,4,1,1368,4,1,1368,1368,1,3,2,2,474,1,0,0,1,0,2,0,35
437,2527,RL,11700,Reg,NWAmes,1Fam,2Story,BrkFace,2,3,1,708,3,1,708,1416,1,2,2,2,776,1,0,0,1,0,3,0,36
438,2514,FV,4447,IR1,Somerst,TwnhsE,2Story,None,3,4,1,530,4,1,530,1080,1,3,2,2,496,1,0,0,0,0,3,0,35
439,629,RL,13560,Reg,NAmes,1Fam,1Story,BrkFace,2,2,1,1392,3,1,1392,1392,1,2,2,2,576,1,0,0,1,1,1,0,18
440,80,RL,9453,IR1,SawyerW,1Fam,2Story,None,3,4,1,996,4,1,1014,1744,1,3,2,2,457,1,0,0,0,0,3,1,49
441,1876,RL,10355,IR1,NAmes,1Fam,1Story,BrkFace,2,3,1,1214,2,1,1214,1214,1,2,2,1,318,1,0,0,1,0,2,0,25
442,1546,RM,6000,Reg,IDOTRR,1Fam,1.5Fin,None,2,2,1,720,3,1,760,1090,1,2,1,1,240,1,0,0,0,0,1,0,48
443,2518,RL,11250,IR1,Veenker,1Fam,1Story,None,3,4,1,1208,2,1,1208,1208,1,2,2,2,546,1,0,0,1,1,2,0,36
444,2347,RL,10464,IR1,NWAmes,1Fam,SFoyer,BrkFace,2,4,3,988,2,1,1102,1102,1,2,2,2,582,1,0,0,1,1,1,0,36
445,783,RL,25095,IR1,ClearCr,1Fam,1Story,None,2,3,4,1437,4,1,1473,1473,1,4,1,1,452,1,0,0,1,2,1,0,40
446,1322,RM,11340,Reg,OldTown,1Fam,2Story,None,1,2,1,723,2,0,723,1086,1,2,1,2,400,0,0,0,0,0,1,0,2
447,194,RM,5000,Reg,BrkSide,1Fam,1Story,None,2,3,1,765,2,0,765,765,1,3,1,1,200,0,0,1,0,1,1,0,28
448,1770,RL,11787,IR1,NoRidge,1Fam,2Story,BrkFace,3,4,1,1379,4,1,1383,2398,1,3,3,3,834,1,0,0,1,1,3,0,35
449,2143,RL,7200,Reg,CollgCr,1Fam,1Story,None,2,3,1,864,3,1,864,864,1,4,3,2,576,1,0,0,0,1,1,0,25
450,1229,RL,13700,IR1,NAmes,1Fam,2Story,Stone,2,3,4,864,2,1,902,1820,1,3,1,2,492,1,0,1,1,0,3,0,42
451,511,RL,10130,Reg,Somerst,1Fam,1Story,Stone,3,4,3,1702,4,1,1702,1702,1,3,2,3,844,1,0,0,1,1,2,0,40
452,46,RL,6371,IR1,NridgHt,TwnhsE,1Story,Stone,3,4,2,1358,4,1,1358,1358,1,3,2,2,484,1,0,0,1,1,2,0,35
453,1348,RM,6120,Reg,OldTown,1Fam,1.5Fin,None,2,3,1,952,3,1,1022,1774,2,2,1,2,468,1,0,0,1,0,2,0,35
454,2465,FV,8125,Reg,Somerst,1Fam,2Story,None,3,4,1,756,4,1,756,1553,1,3,2,2,615,1,0,0,0,0,3,0,35
455,387,FV,8470,Reg,Somerst,1Fam,2Story,None,3,4,1,972,4,1,972,1811,1,3,2,2,565,1,0,0,1,0,3,0,40
456,873,RL,8750,Reg,CollgCr,1Fam,1Story,BrkFace,3,4,3,1417,4,1,1417,1417,1,3,1,2,511,1,0,0,1,1,2,0,35
457,1918,RL,6860,IR1,NAmes,1Fam,1Story,BrkCmn,2,3,1,1008,4,1,1008,1008,1,1,1,1,308,1,0,0,0,1,1,0,30
458,2764,RL,10041,IR1,SawyerW,1Fam,2Story,None,3,4,2,908,4,1,927,1915,1,3,3,2,506,1,0,0,1,1,3,0,40
459,2184,RL,6400,Reg,Edwards,1Fam,1Story,None,2,3,3,960,4,1,960,960,1,1,1,1,392,1,0,0,0,1,1,0,35
460,934,RM,1488,Reg,Blueste,TwnhsE,2Story,None,2,4,2,561,2,1,561,1229,1,3,3,2,462,1,0,1,1,1,2,0,36
461,1920,RL,8176,Reg,NAmes,1Fam,1Story,None,2,3,1,1056,1,1,1056,1056,1,2,2,1,308,1,0,0,0,1,1,0,30
462,2631,RL,7590,Reg,NAmes,1Fam,2Story,BrkFace,2,3,1,660,2,1,660,1348,1,2,2,2,453,1,0,0,1,0,2,0,30
463,1768,RL,21535,IR1,NoRidge,1Fam,2Story,BrkFace,4,5,4,2444,4,1,2444,4316,1,4,3,3,832,1,0,0,1,1,4,0,60
464,2040,RM,4800,Reg,IDOTRR,1Fam,1Story,None,2,3,1,1196,4,1,1196,1196,1,2,1,2,440,1,0,0,0,1,1,0,28
465,1749,RL,11796,IR1,Gilbert,1Fam,2Story,None,3,4,3,847,4,1,847,1959,1,3,3,2,434,1,0,0,1,0,3,0,35
466,834,RL,16698,IR1,ClearCr,1Fam,2Story,None,3,4,3,1449,3,1,944,1759,1,3,1,2,525,1,0,0,1,1,3,1,35
467,1457,RL,10400,Reg,CollgCr,1Fam,2Story,BrkFace,3,4,1,1257,4,1,1290,2161,1,3,2,2,570,1,0,0,1,0,3,0,35
468,79,RL,7175,Reg,SawyerW,TwnhsE,1Story,None,2,4,1,744,2,1,752,752,1,2,1,1,264,1,0,1,0,1,1,0,30
469,2302,RL,8314,Reg,Mitchel,1Fam,1Story,None,2,3,4,816,2,1,816,816,1,2,1,1,264,1,0,0,0,0,1,0,35
470,1817,RL,9180,IR1,SawyerW,1Fam,SFoyer,None,2,4,3,840,3,1,884,884,1,3,2,2,504,1,0,1,0,1,1,1,35
471,2755,RL,11210,IR1,CollgCr,1Fam,1Story,BrkFace,3,4,3,1614,4,1,1614,1614,1,3,2,3,865,1,0,0,0,0,2,0,35
472,359,RL,8803,IR1,Gilbert,1Fam,2Story,None,2,4,1,707,3,1,707,1516,1,3,3,2,409,1,0,0,1,1,3,0,30
473,2059,RL,8665,IR1,Sawyer,1Fam,1Story,BrkFace,2,3,2,876,2,1,897,897,1,2,2,1,264,1,0,0,0,0,1,0,25
474,2092,RL,13474,Reg,SawyerW,1Fam,2Story,BrkFace,3,4,1,700,3,1,1122,2243,1,3,2,3,746,1,0,0,1,1,3,0,35
475,2516,FV,7180,IR1,Somerst,1Fam,1Story,None,3,4,1,1568,4,1,1568,1568,1,3,2,2,564,1,1,0,1,0,2,0,40
476,150,RL,10950,Reg,NAmes,1Fam,1Story,None,2,3,1,864,2,1,1064,1064,1,1,1,1,318,1,0,0,0,1,1,0,35
477,1656,RL,10793,Reg,NWAmes,1Fam,2Story,BrkFace,2,3,1,780,4,1,780,1620,1,2,3,2,462,1,0,1,0,0,3,0,25
478,83,RH,9800,Reg,SawyerW,1Fam,1Story,None,2,3,1,816,2,0,1012,1012,1,2,1,1,429,1,0,0,0,0,1,0,25
479,2411,RL,10237,Reg,Gilbert,1Fam,1Story,None,3,4,1,1316,4,1,1316,1316,1,3,3,2,397,1,0,0,1,0,2,0,30
480,795,RL,11500,IR1,Edwards,1Fam,1Story,None,2,0,0,0,4,0,845,845,1,2,1,1,290,0,0,0,0,0,1,1,12
481,2312,RL,13006,IR1,Gilbert,1Fam,2Story,BrkFace,2,4,1,964,3,1,993,2236,1,3,3,2,642,1,0,0,1,0,3,0,35
482,2917,RM,1533,Reg,MeadowV,Twnhs,SFoyer,None,2,4,3,630,4,1,630,630,1,4,0,0,0,1,0,0,0,1,1,0,35
483,1624,RL,7875,Reg,Gilbert,1Fam,2Story,None,3,4,1,691,3,1,691,1553,1,3,3,2,420,1,0,0,0,0,3,0,35
484,2215,RL,12168,Reg,Crawfor,1Fam,2Story,None,2,4,2,965,2,1,1940,3194,1,2,1,2,380,1,0,0,1,0,3,0,48
485,1211,RL,9200,Reg,NAmes,1Fam,1Story,None,2,3,1,1136,2,1,1136,1136,1,2,2,1,384,1,0,0,1,1,1,0,36
486,1485,RM,4438,Reg,CollgCr,TwnhsE,1Story,BrkFace,3,4,4,848,4,1,848,848,1,3,3,2,420,1,0,0,1,1,1,0,30
487,1024,RL,13068,Reg,NWAmes,1Fam,1Story,BrkFace,2,4,1,1211,2,1,1211,1211,1,3,3,2,461,1,0,1,1,1,2,0,30
488,570,FV,4217,IR1,Somerst,TwnhsE,1Story,Stone,3,4,1,1145,4,1,1256,1256,1,3,3,2,641,1,1,0,1,1,2,0,30
489,2874,RM,7000,Reg,IDOTRR,1Fam,1.5Fin,None,2,3,1,861,4,1,861,1285,1,2,3,2,506,1,0,1,0,1,1,0,42
490,700,RM,6600,Reg,OldTown,1Fam,2Story,None,2,3,1,994,2,0,1378,2372,2,2,2,1,432,1,0,0,0,0,2,0,20
491,2756,RL,8990,IR1,CollgCr,1Fam,1Story,None,3,4,2,1498,4,1,1498,1498,1,3,2,2,675,1,0,0,0,0,2,0,35
492,2022,RM,7755,Reg,OldTown,1Fam,2Story,None,2,3,1,1100,4,1,1100,2264,1,2,1,1,408,1,0,1,0,0,3,0,48
493,583,RL,10382,IR1,NWAmes,1Fam,2Story,Stone,2,4,2,1107,4,1,1107,2090,1,2,2,2,484,1,0,0,1,1,3,0,42
494,2392,RL,11924,IR1,NridgHt,1Fam,2Story,Stone,4,5,1,1175,4,1,1182,2324,1,4,3,3,736,1,0,0,1,1,3,0,45
495,2424,RM,3072,Reg,Blmngtn,TwnhsE,1Story,BrkFace,3,4,1,1375,4,1,1414,1414,1,3,3,2,398,1,0,0,1,0,2,0,35
496,212,RL,9900,Reg,SWISU,2fmCon,1.5Fin,None,1,3,1,1212,2,0,1212,1392,1,2,0,0,0,0,0,0,0,1,1,0,20
497,736,RM,6000,Reg,BrkSide,1Fam,1.5Fin,None,2,3,1,884,4,1,884,1348,1,2,1,1,216,0,0,0,1,1,1,0,40
498,1610,RL,11075,IR1,Mitchel,1Fam,2Story,BrkFace,2,3,3,784,4,1,1168,1968,1,2,2,2,530,1,0,1,1,1,3,0,20
499,890,RL,10682,Reg,Edwards,1Fam,1Story,None,2,3,1,1014,2,1,1149,1149,1,2,3,1,544,1,0,1,0,1,1,0,24
500,467,RL,12589,IR2,Gilbert,1Fam,2Story,None,3,4,1,742,4,1,742,1484,1,3,3,2,390,1,0,0,1,0,3,0,30
501,578,RL,9600,Reg,Veenker,1Fam,SLvl,BrkFace,3,3,1,392,4,1,1487,2499,1,2,1,2,527,1,0,0,1,0,3,0,40
502,1747,RL,16219,IR2,Gilbert,1Fam,SLvl,None,3,4,4,835,4,1,1119,1119,1,3,3,2,437,1,0,0,0,1,2,0,35
503,1149,RL,7892,Reg,SawyerW,TwnhsE,1Story,None,3,4,1,1199,4,1,1199,1199,1,3,2,2,530,1,0,0,0,0,2,0,30
504,2758,RL,13377,Reg,CollgCr,1Fam,1Story,None,3,4,1,1836,3,1,1846,1846,1,3,2,2,495,1,0,0,1,1,2,0,30
505,857,RL,7000,IR1,CollgCr,1Fam,1Story,BrkFace,3,3,1,864,4,1,864,864,1,2,1,1,336,1,0,1,0,1,1,1,40
506,2219,RL,10570,Reg,Crawfor,1Fam,2Story,None,3,4,1,853,2,1,1549,2727,1,3,1,2,440,1,0,0,1,0,3,0,64
507,733,RL,8854,Reg,BrkSide,1Fam,1.5Unf,None,2,3,1,952,1,0,952,952,1,1,1,1,192,0,0,0,1,0,1,0,36
508,2909,RM,2665,Reg,MeadowV,TwnhsE,2Story,None,2,4,2,264,2,1,616,1304,1,2,2,1,336,1,0,0,1,0,2,0,30
509,1798,FV,9000,Reg,Somerst,1Fam,2Story,None,3,4,3,1088,4,1,1088,1959,1,3,2,3,1025,1,0,0,1,0,3,0,40
510,235,RL,18600,Reg,Edwards,1Fam,1.5Fin,None,2,3,2,972,2,1,1052,1610,1,1,2,1,480,1,0,0,1,1,2,0,12
511,2366,RM,2160,Reg,BrDale,TwnhsE,2Story,BrkFace,2,3,1,765,3,1,765,1365,1,3,1,2,440,1,0,0,1,0,2,0,30
512,1027,RL,9743,Reg,NWAmes,1Fam,2Story,None,2,3,1,720,3,1,720,1308,1,2,1,2,484,1,0,0,0,0,2,0,30
513,1195,RL,8125,Reg,NAmes,1Fam,1Story,None,3,3,1,912,4,1,925,925,1,2,1,2,576,1,0,0,0,1,1,0,35
514,1303,RM,7311,Reg,OldTown,1Fam,1Story,None,2,3,1,407,2,0,407,407,1,2,1,1,297,1,0,0,0,0,1,0,10
515,148,RL,10032,Reg,NAmes,1Fam,1Story,Stone,2,3,1,1244,4,1,1580,1580,1,2,1,2,440,1,0,1,1,1,2,0,30
516,608,RL,10500,IR1,NAmes,1Fam,1Story,Stone,2,3,1,1292,2,1,1292,1292,1,2,1,2,520,1,0,0,1,1,2,0,25
517,2515,FV,8314,IR1,Somerst,1Fam,2Story,None,3,4,1,569,4,1,854,1694,1,3,1,1,434,1,1,1,1,0,3,0,35
518,821,RL,10226,IR1,CollgCr,1Fam,1Story,Stone,3,5,4,1622,4,1,1630,1630,1,4,2,3,860,1,0,0,1,1,2,0,40
519,2500,RL,16059,Reg,NoRidge,1Fam,2Story,BrkFace,3,4,1,1288,4,1,1301,2417,1,3,1,2,462,1,0,0,1,0,3,0,40
520,745,RM,6120,Reg,BrkSide,1Fam,1Story,None,2,3,1,960,3,1,995,995,1,2,1,1,264,1,0,1,0,0,1,0,30
521,741,RM,6120,Reg,BrkSide,1Fam,1.5Fin,None,2,3,1,927,2,1,1067,1539,1,2,1,2,576,1,0,1,0,0,2,0,30
522,1611,I (all),56600,IR1,IDOTRR,1Fam,2.5Unf,None,2,3,1,686,4,1,1150,1836,1,2,1,1,288,0,0,0,0,0,2,0,5
523,2532,RL,9750,Reg,NAmes,1Fam,SLvl,None,2,3,3,980,3,1,980,980,1,2,3,1,384,1,0,0,0,0,2,0,25
524,1081,RL,3940,Reg,Blmngtn,TwnhsE,1Story,BrkFace,3,4,4,1415,4,1,1455,1455,1,3,3,3,644,1,0,0,1,1,2,0,35
525,1692,RL,13641,Reg,NridgHt,1Fam,2Story,BrkFace,4,5,4,1934,4,1,1943,2656,1,4,2,3,1040,1,0,0,1,1,3,0,45
526,2520,RL,3640,IR1,Greens,Twnhs,1Story,None,3,4,4,1036,2,1,1036,1036,1,3,3,2,484,1,0,0,1,1,1,1,40
527,276,RL,9825,Reg,Edwards,Duplex,1Story,None,2,0,0,0,2,0,1664,1664,2,2,0,0,0,1,0,0,0,0,2,0,25
528,1992,RM,9600,Reg,OldTown,1Fam,1.5Fin,None,2,3,2,702,3,1,842,1472,1,3,1,1,250,0,1,1,0,0,1,0,40
529,663,RL,5400,Reg,OldTown,1Fam,1Story,None,1,2,1,416,3,0,599,599,1,3,0,0,0,0,0,0,0,1,1,0,10
530,418,RL,2104,Reg,NPkVill,TwnhsE,1Story,None,2,3,1,836,2,1,836,836,1,2,1,1,345,1,0,0,0,1,1,0,42
531,1733,RL,9729,IR1,Gilbert,1Fam,2Story,None,3,4,1,698,4,1,698,1746,1,3,1,3,350,1,0,0,1,1,3,0,30
532,2359,RL,10000,Reg,NWAmes,1Fam,1Story,BrkFace,2,3,1,1103,2,1,1103,1103,1,2,1,2,462,1,0,1,0,0,2,0,36
