MS Zoning,Lot Area,Lot Shape,Neighborhood,Bldg Type,House Style,Mas Vnr Type,Exter Qual,Bsmt Qual,Bsmt Exposure,Total Bsmt SF,Heating QC,Central Air,1st Flr SF,Gr Liv Area,Kitchen AbvGr,Kitchen Qual,Garage Finish,Garage Cars,Garage Area,Paved Drive,SalePrice,has_alley,has_fence,has_fireplace,Total Bsmt Bath,total_baths,on_cds,Overall Goodness
1065,RL,10800,Reg,NAmes,1Fam,1.5Fin,None,2,3,1,832.0,2,1,832,1461,1,2,1,1.0,384.0,1,133500,0,0,0,0.0,2,0,28
1066,RL,12760,IR1,Mitchel,Duplex,1Story,None,2,3,1,1958.0,2,1,2048,2048,2,2,1,2.0,776.0,1,170000,0,0,0,0.0,3,0,30
1067,RL,7655,IR1,Gilbert,1Fam,2Story,None,2,4,1,903.0,3,1,910,1642,1,2,2,2.0,392.0,1,168000,0,0,1,0.0,3,1,30
1068,RM,10560,Reg,OldTown,1Fam,2Story,None,2,2,1,738.0,4,1,868,1470,1,2,1,2.0,624.0,1,140750,0,0,0,0.0,2,0,42
1069,RL,7500,Reg,Gilbert,1Fam,2Story,None,2,4,1,938.0,4,1,957,2299,1,2,3,2.0,482.0,1,204000,0,0,1,0.0,4,0,30
1070,RL,9505,IR1,Gilbert,1Fam,2Story,BrkFace,3,4,1,884.0,4,1,884,2035,1,3,3,2.0,434.0,1,222500,0,0,1,0.0,3,1,35
1071,RL,10205,IR1,NAmes,1Fam,SFoyer,None,2,3,3,925.0,2,1,999,999,1,2,1,1.0,300.0,1,134500,0,0,0,1.0,1,0,25
1072,FV,4379,IR1,Somerst,TwnhsE,1Story,None,3,4,3,1378.0,4,1,1378,1378,1,3,3,2.0,540.0,1,214000,0,0,1,1.0,2,0,40
1073,RM,7800,Reg,OldTown,2fmCon,1.5Fin,None,2,4,2,793.0,2,1,793,1118,1,2,1,2.0,410.0,1,119900,0,1,1,1.0,1,0,35
1074,RL,12108,Reg,Edwards,Duplex,1Story,BrkFace,2,3,1,1440.0,2,0,1440,1440,2,1,0,0.0,0.0,1,118000,0,0,0,0.0,2,0,16
1075,RL,7000,Reg,NAmes,1Fam,1Story,BrkFace,2,3,1,1010.0,4,1,1134,1134,1,2,2,1.0,254.0,1,135000,0,1,0,0.0,1,0,35
1076,RL,13053,Reg,BrkSide,1Fam,1.5Fin,None,2,3,1,833.0,3,1,1053,1848,1,3,1,2.0,370.0,0,207000,1,0,1,0.0,2,0,42
1077,RL,8400,Reg,SWISU,1Fam,1.5Fin,None,2,3,1,1181.0,1,1,1390,1694,1,2,1,2.0,576.0,1,136500,0,0,1,0.0,2,0,30
1078,RM,6000,Reg,OldTown,1Fam,1Story,None,2,3,1,901.0,4,1,901,901,1,2,1,1.0,281.0,1,107900,0,0,0,0.0,1,0,28
1079,RM,6240,Reg,BrkSide,1Fam,1.5Fin,None,2,3,1,861.0,3,1,861,1409,1,2,1,2.0,528.0,1,126000,0,0,1,1.0,2,0,30
1080,RL,31770,IR1,NAmes,1Fam,1Story,Stone,2,3,4,1080.0,1,1,1656,1656,1,2,3,2.0,528.0,0,215000,0,0,1,1.0,1,0,30
1081,RL,12474,Reg,NridgHt,1Fam,2Story,Stone,4,5,3,1682.0,4,1,1742,2332,1,4,3,3.0,846.0,1,426000,0,0,1,1.0,3,0,50
1082,RL,9600,Reg,NAmes,1Fam,1Story,None,3,3,1,1113.0,3,1,1113,1113,1,3,1,1.0,264.0,1,147000,0,0,1,0.0,1,0,35
1083,RL,8574,Reg,Crawfor,1Fam,1Story,None,3,3,1,816.0,4,1,1232,1232,1,3,1,2.0,440.0,1,147500,0,0,1,0.0,1,0,48
1084,RL,14418,IR1,NridgHt,1Fam,1Story,BrkFace,4,5,4,1950.0,4,1,1950,1950,1,4,3,3.0,706.0,1,383000,0,0,1,1.0,2,0,45
1085,RL,10400,Reg,NWAmes,1Fam,1Story,BrkFace,2,4,3,1845.0,3,1,1872,1872,1,2,3,2.0,604.0,1,241500,0,0,1,1.0,2,0,35
1086,RL,15564,Reg,Crawfor,1Fam,1.5Fin,None,2,4,1,676.0,4,1,676,1264,1,2,1,2.0,400.0,1,147500,0,0,0,0.0,1,0,36
1087,RL,13543,IR1,StoneBr,1Fam,2Story,Stone,3,5,4,1168.0,4,1,1168,2500,1,4,3,3.0,683.0,1,355000,0,0,1,0.0,4,0,40
1088,RM,6130,Reg,BrkSide,1Fam,1.5Unf,None,2,3,1,784.0,3,1,784,784,1,3,0,0.0,0.0,1,109500,0,0,0,1.0,1,0,30
1089,RM,5925,Reg,OldTown,1Fam,1Story,None,2,0,0,0.0,1,0,612,612,1,2,1,1.0,308.0,0,45000,0,0,0,0.0,1,0,8
1090,RL,24090,Reg,ClearCr,1Fam,2Story,None,2,3,2,1032.0,4,1,1207,2403,1,2,1,1.0,349.0,1,244400,0,0,1,0.0,2,0,49
1091,RL,9600,Reg,NAmes,1Fam,1Story,Stone,2,3,1,1416.0,2,1,1644,1644,1,2,3,2.0,418.0,1,167000,0,0,1,1.0,1,0,30
1092,RL,8158,Reg,CollgCr,1Fam,2Story,BrkFace,3,4,1,860.0,4,1,860,1729,1,3,3,2.0,542.0,1,200000,0,0,0,0.0,3,0,35
1093,RL,5220,IR1,SWISU,1Fam,1Story,None,2,3,1,830.0,3,1,879,879,1,2,1,1.0,180.0,0,80000,0,0,0,0.0,1,0,15
1094,RL,8172,Reg,Edwards,1Fam,1Story,None,2,3,1,864.0,2,1,864,864,1,2,1,2.0,572.0,0,115000,0,0,0,1.0,1,0,35
1095,RL,9000,Reg,NAmes,1Fam,1Story,BrkFace,2,4,1,1196.0,3,1,1196,1196,1,2,2,1.0,297.0,1,139000,0,0,1,1.0,1,0,30
1096,RL,7844,Reg,Sawyer,1Fam,2Story,BrkFace,2,3,1,672.0,2,1,672,1400,1,2,3,2.0,440.0,1,149500,0,0,1,0.0,2,0,42
1097,RL,9084,Reg,Edwards,1Fam,2Story,None,2,3,2,755.0,2,1,755,1510,1,2,1,1.0,296.0,0,108000,0,1,1,1.0,1,0,20
1098,RL,10800,Reg,OldTown,2fmCon,2Story,None,2,0,0,0.0,2,0,694,1294,2,2,0,0.0,0.0,0,106250,1,0,0,0.0,2,0,28
1099,RL,8556,Reg,CollgCr,1Fam,1Story,None,3,4,3,1240.0,4,1,1240,1240,1,3,2,3.0,826.0,1,194000,0,0,0,0.0,2,0,35
1100,RL,9100,Reg,Sawyer,1Fam,1Story,BrkFace,2,3,1,988.0,4,1,988,988,1,2,1,2.0,624.0,1,129500,0,0,0,1.0,1,0,20
1101,RL,8668,Reg,NAmes,Duplex,1Story,None,2,3,1,1560.0,2,1,1560,1560,2,2,1,3.0,792.0,1,126000,0,0,0,0.0,2,0,25
1102,RL,11767,Reg,Edwards,1Fam,1Story,None,2,2,2,1078.0,2,1,1368,1368,1,2,2,1.0,195.0,1,120000,0,0,0,1.0,1,0,25
1103,RL,8400,Reg,CollgCr,1Fam,1Story,BrkFace,3,4,3,1473.0,4,1,1484,1484,1,3,2,2.0,606.0,1,213000,0,0,0,1.0,2,0,35
1104,RL,3874,IR1,Greens,TwnhsE,1Story,None,3,4,4,1226.0,2,1,1226,1226,1,3,3,2.0,484.0,1,190000,0,0,1,1.0,1,0,40
1105,RL,8076,IR1,Gilbert,1Fam,1Story,BrkFace,2,4,1,1160.0,3,1,1169,1169,1,2,3,2.0,402.0,1,183500,0,1,1,1.0,2,0,36
1106,RL,10090,IR1,NAmes,1Fam,SLvl,BrkFace,2,3,3,725.0,2,1,1035,1651,1,2,1,1.0,276.0,1,172000,0,1,1,1.0,2,0,35
1107,RL,8877,Reg,Edwards,1Fam,1Story,None,2,3,2,816.0,4,1,816,816,1,2,1,1.0,288.0,1,100000,0,0,1,1.0,1,0,24
1108,RL,11058,Reg,CollgCr,1Fam,1Story,Stone,3,4,1,1564.0,4,1,1564,1564,1,3,2,3.0,814.0,1,218836,0,0,0,0.0,2,0,42
1109,RM,10800,Reg,OldTown,2fmCon,1.5Fin,None,2,2,1,482.0,4,0,1221,1912,2,2,1,2.0,672.0,1,163000,1,0,1,0.0,2,0,42
1110,RL,10936,IR1,Gilbert,1Fam,1Story,None,3,4,3,1510.0,4,1,1525,1525,1,3,2,2.0,534.0,1,206580,0,0,1,0.0,3,0,35
1111,RL,8461,Reg,CollgCr,1Fam,2Story,None,3,4,1,728.0,4,1,728,1456,1,3,3,2.0,390.0,1,163990,0,0,1,0.0,3,0,30
1112,RM,7518,Reg,IDOTRR,1Fam,2Story,None,1,2,1,396.0,3,1,665,1330,1,2,1,1.0,390.0,0,116500,0,1,0,0.0,1,0,40
1113,RL,8010,IR1,Gilbert,1Fam,2Story,None,3,4,1,840.0,4,1,840,1720,1,3,3,2.0,400.0,1,188000,0,0,1,0.0,3,0,35
1114,RL,10050,IR1,NAmes,1Fam,SFoyer,BrkFace,2,3,3,793.0,4,1,1280,1280,1,2,3,2.0,432.0,1,175000,0,0,1,1.0,2,0,30
1115,RL,4740,IR1,StoneBr,TwnhsE,1Story,None,3,4,4,1166.0,3,1,1179,1179,1,2,2,2.0,480.0,1,182000,0,0,0,1.0,2,0,40
1116,RM,6978,Reg,OldTown,1Fam,1Story,None,3,3,1,850.0,2,1,960,960,1,2,2,2.0,576.0,1,103000,0,0,0,0.0,1,0,35
1117,RL,11400,Reg,NoRidge,1Fam,1Story,BrkFace,4,5,4,2633.0,4,1,2633,2633,1,4,2,3.0,804.0,1,466500,0,0,1,1.0,3,0,50
1118,RL,9240,IR1,NAmes,1Fam,1Story,None,3,3,1,988.0,2,1,988,988,1,3,1,1.0,297.0,1,149500,0,0,0,1.0,2,0,48
1119,RL,2304,Reg,NPkVill,Twnhs,1Story,None,2,4,1,1061.0,2,1,1055,1055,1,2,1,1.0,319.0,1,142500,0,0,0,0.0,2,0,49
1120,RL,7223,Reg,Crawfor,1Fam,1Story,None,2,3,2,1290.0,2,1,1422,1422,1,2,1,1.0,352.0,1,136500,0,1,0,0.0,1,0,25
1121,RH,3612,IR1,Landmrk,Twnhs,2Story,None,2,4,1,630.0,4,1,630,1320,1,2,1,2.0,484.0,1,137000,0,1,0,0.0,3,0,30
1122,RL,12680,IR1,NWAmes,1Fam,1Story,BrkFace,3,4,2,1675.0,4,1,1688,1688,1,4,2,2.0,528.0,1,226500,0,0,1,1.0,2,0,42
1123,RL,10176,Reg,Gilbert,1Fam,1Story,None,2,4,4,1300.0,3,1,1341,1341,1,3,1,2.0,506.0,1,171500,0,0,1,1.0,2,0,35
1124,RL,10780,IR1,CollgCr,1Fam,SLvl,None,2,3,3,911.0,3,1,954,954,1,2,1,2.0,576.0,1,132500,0,0,0,0.0,1,0,25
1125,RL,8544,Reg,NAmes,Duplex,1Story,BrkFace,2,0,0,0.0,1,0,1040,1040,2,2,1,2.0,400.0,1,87500,0,0,0,0.0,2,0,12
1126,FV,10646,IR1,Somerst,1Fam,2Story,BrkFace,2,3,1,858.0,4,1,872,1789,1,2,3,2.0,546.0,1,223000,0,0,1,1.0,3,0,35
1127,RL,8400,Reg,NAmes,1Fam,1Story,BrkFace,3,3,1,1319.0,2,1,1537,1537,1,3,2,2.0,462.0,1,174000,0,1,1,1.0,2,0,54
1128,RL,15428,Reg,NAmes,1Fam,1Story,None,2,3,1,884.0,4,1,884,884,1,2,3,1.0,270.0,1,142000,0,0,0,1.0,1,0,30
1129,FV,11216,Reg,Somerst,1Fam,1Story,None,3,4,1,1489.0,4,1,1489,1489,1,3,2,2.0,776.0,1,232600,0,0,1,0.0,2,0,40
1130,RL,10140,Reg,NWAmes,1Fam,1Story,BrkFace,2,3,1,1040.0,1,1,1309,1309,1,3,2,2.0,484.0,1,181000,0,1,1,1.0,2,0,36
1131,RM,3964,Reg,MeadowV,TwnhsE,2Story,None,2,4,1,942.0,3,1,1291,2521,1,2,3,2.0,576.0,1,151400,0,1,1,1.0,3,0,24
1132,RL,11428,IR1,NridgHt,1Fam,1Story,Stone,3,4,1,1626.0,4,1,1634,1634,1,3,2,3.0,866.0,1,250000,0,0,1,0.0,2,0,40
1133,RL,10421,Reg,NWAmes,1Fam,2Story,BrkFace,2,4,1,980.0,2,1,980,1714,1,2,1,2.0,496.0,1,196500,0,1,1,0.0,3,0,35
1134,RM,13500,Reg,OldTown,1Fam,2.5Unf,None,2,3,1,819.0,2,1,1312,2454,1,2,1,2.0,576.0,0,185000,1,1,1,0.0,2,0,56
1135,RL,9000,Reg,NWAmes,1Fam,1Story,BrkFace,2,3,3,1216.0,2,1,1216,1216,1,2,1,1.0,336.0,1,113000,0,1,0,1.0,1,0,30
1136,RL,8089,Reg,StoneBr,1Fam,1Story,BrkFace,3,4,3,1419.0,4,1,1419,1419,1,3,2,2.0,567.0,1,392000,0,0,1,1.0,2,0,48
1137,RL,9400,IR1,Edwards,Duplex,SFoyer,BrkFace,2,4,4,945.0,2,1,980,980,0,2,0,0.0,0.0,1,127500,0,0,0,2.0,2,1,30
1138,FV,2117,Reg,Somerst,Twnhs,2Story,BrkFace,3,4,1,756.0,4,1,769,1573,1,3,1,2.0,440.0,1,177000,0,0,0,0.0,3,0,30
1139,FV,10625,Reg,Somerst,1Fam,2Story,BrkFace,3,4,3,1158.0,4,1,1158,2443,1,3,2,3.0,744.0,1,265000,0,0,1,0.0,3,0,30
1140,FV,8413,IR1,Somerst,1Fam,2Story,None,3,5,2,1220.0,4,1,1220,2362,1,3,2,2.0,1105.0,1,312500,0,0,1,1.0,3,0,40
1141,RM,13500,Reg,OldTown,1Fam,2.5Unf,None,4,3,1,1237.0,3,1,1521,2775,1,3,1,2.0,880.0,1,325000,0,0,1,0.0,4,0,90
1142,RL,15676,IR1,Veenker,1Fam,1Story,BrkFace,3,4,4,2014.0,3,1,2014,2014,1,3,2,3.0,864.0,1,275000,0,1,1,1.0,2,0,64
1143,RL,9950,IR1,NoRidge,1Fam,2Story,BrkFace,3,4,1,1203.0,4,1,1214,2520,1,3,2,3.0,721.0,1,290000,0,0,1,0.0,3,0,35
1144,RL,15410,IR1,Sawyer,1Fam,1Story,BrkCmn,2,3,4,1208.0,4,1,1494,1494,1,2,3,2.0,461.0,1,169000,0,1,1,1.0,2,1,36
1145,RM,6000,Reg,BrkSide,1Fam,1Story,None,2,3,1,616.0,3,1,616,616,1,2,1,1.0,205.0,1,89000,0,0,0,0.0,1,0,35
1146,RL,8402,IR1,Gilbert,1Fam,2Story,None,2,4,1,789.0,3,1,789,1465,1,2,3,2.0,393.0,1,180400,0,0,1,0.0,3,0,30
1147,RL,10655,IR1,NridgHt,1Fam,1Story,BrkFace,3,4,1,3206.0,4,1,1629,1629,1,3,2,3.0,880.0,1,284000,0,0,1,1.0,2,0,40
1148,RL,10150,Reg,NAmes,1Fam,1Story,None,2,3,1,912.0,4,1,912,912,1,2,2,1.0,275.0,1,114500,0,0,0,0.0,1,0,25
1149,RL,10084,Reg,CollgCr,1Fam,1Story,BrkFace,3,4,3,1552.0,4,1,1552,1552,1,3,2,3.0,782.0,1,212900,0,0,0,0.0,2,0,35
1150,RL,16285,IR2,CollgCr,1Fam,1Story,None,3,4,1,1413.0,4,1,1430,1430,1,3,2,2.0,605.0,1,187100,0,0,0,0.0,2,0,35
1151,FV,3230,Reg,Somerst,TwnhsE,2Story,BrkFace,2,4,1,729.0,3,1,729,1458,1,2,1,2.0,440.0,1,176000,1,0,1,0.0,3,0,30
1152,RL,21579,IR1,Crawfor,1Fam,1Story,None,2,4,1,1488.0,4,1,1488,1488,1,2,2,2.0,552.0,1,215000,0,0,1,1.0,2,1,36
1153,RL,8320,Reg,CollgCr,1Fam,2Story,None,3,4,1,770.0,4,1,770,1582,1,3,2,2.0,520.0,1,185900,0,0,0,0.0,3,0,35
1154,RL,6960,Reg,NAmes,1Fam,1Story,None,2,3,1,864.0,2,1,864,864,1,3,1,2.0,660.0,1,120500,0,0,0,0.0,1,0,24
1155,RL,21930,IR3,Gilbert,1Fam,2Story,None,3,4,3,732.0,4,1,734,1838,1,2,3,2.0,372.0,1,192140,0,0,1,0.0,3,0,25
1156,RL,6600,Reg,Mitchel,1Fam,1Story,None,3,3,1,816.0,4,1,816,816,1,3,1,1.0,264.0,1,130500,0,1,1,1.0,1,0,45
1157,RL,8405,Reg,Edwards,1Fam,1.5Fin,None,2,0,0,0.0,2,0,1088,1529,1,2,1,1.0,240.0,0,98000,0,0,0,0.0,2,0,12
1158,RL,11778,Reg,CollgCr,1Fam,1Story,Stone,3,4,4,2271.0,4,1,2276,2276,1,4,2,3.0,1348.0,1,475000,0,0,1,1.0,2,0,45
1159,RM,8967,Reg,IDOTRR,1Fam,1Story,None,2,2,1,961.0,3,1,1077,1077,1,2,1,1.0,338.0,0,67000,0,0,0,0.0,1,0,10
1160,RL,10562,Reg,NridgHt,1Fam,2Story,Stone,3,5,1,1582.0,4,1,1610,2161,1,4,3,3.0,789.0,1,325624,0,0,1,1.0,2,0,40
1161,RL,12864,IR1,Mitchel,1Fam,1Story,None,3,4,1,1409.0,4,1,1409,1409,1,3,2,2.0,576.0,1,245000,0,0,1,1.0,2,1,35
1162,RL,13695,Reg,SawyerW,1Fam,1Story,None,2,3,1,1114.0,4,1,1114,1114,1,3,1,2.0,576.0,1,159000,0,0,0,1.0,2,0,25
1163,RL,10289,Reg,NAmes,1Fam,1Story,BrkFace,2,3,1,1073.0,2,1,1073,1073,1,2,2,2.0,515.0,1,156000,0,0,0,1.0,2,0,35
1164,RL,15431,Reg,NridgHt,1Fam,1Story,Stone,4,5,4,3094.0,4,1,2402,2402,1,4,3,3.0,672.0,1,555000,0,0,1,1.0,2,0,50
1165,RL,11120,IR1,Veenker,1Fam,1Story,None,2,4,1,1232.0,2,1,1232,1232,1,2,1,2.0,516.0,1,162500,0,0,0,0.0,2,1,36
1166,RL,9069,Reg,SawyerW,Duplex,SFoyer,None,3,4,3,1344.0,3,1,1440,1440,2,3,1,4.0,920.0,1,224500,0,0,0,2.0,2,0,48
1167,RL,47280,IR1,Gilbert,1Fam,1Story,BrkFace,2,3,1,1488.0,3,1,1488,1488,1,2,2,2.0,738.0,1,133000,0,0,1,0.0,3,0,30
1168,RL,7875,Reg,Gilbert,1Fam,2Story,None,3,4,1,783.0,4,1,807,1509,1,3,3,2.0,393.0,1,180000,0,0,1,0.0,3,0,35
1169,RL,6600,Reg,Mitchel,1Fam,1Story,None,2,3,1,845.0,3,1,845,845,1,3,1,1.0,264.0,1,134500,0,0,0,0.0,1,0,30
1170,RL,13682,IR2,StoneBr,1Fam,2Story,BrkFace,4,5,4,1410.0,4,1,1426,2945,1,3,3,3.0,641.0,1,438780,0,0,1,0.0,4,1,50
1171,RL,9150,IR1,NAmes,1Fam,SLvl,BrkFace,2,4,4,1099.0,3,1,1431,1431,1,2,2,1.0,296.0,1,165000,0,0,1,1.0,1,0,30
1172,RL,7150,Reg,NAmes,1Fam,1Story,BrkFace,2,3,1,892.0,2,1,892,892,1,2,2,1.0,288.0,1,100000,0,1,0,0.0,1,0,25
1173,RL,12285,IR1,NAmes,1Fam,1Story,BrkFace,2,3,1,1329.0,3,1,1329,1329,1,2,1,2.0,441.0,1,176000,0,0,1,0.0,2,0,42
1174,RL,17920,Reg,Sawyer,1Fam,1Story,None,2,3,2,1763.0,2,1,1779,1779,1,2,1,2.0,454.0,1,170000,0,0,1,1.0,2,0,20
1175,RL,3684,Reg,Blmngtn,TwnhsE,1Story,BrkFace,3,4,1,1373.0,4,1,1555,1555,1,3,3,3.0,660.0,1,174000,0,0,1,0.0,2,0,35
1176,RM,7006,Reg,IDOTRR,1Fam,1.5Fin,None,2,3,1,768.0,2,1,788,1236,1,2,1,1.0,384.0,1,127000,0,1,1,1.0,2,0,36
1177,RL,8390,IR1,Gilbert,1Fam,2Story,None,2,4,1,831.0,4,1,873,1651,1,2,3,2.0,450.0,1,185900,0,0,1,0.0,3,0,35
1178,RM,5784,Reg,OldTown,1Fam,1Story,None,2,2,1,190.0,3,1,886,886,1,2,1,1.0,273.0,1,91300,0,0,0,0.0,1,0,40
1179,RL,9135,Reg,CollgCr,1Fam,1Story,BrkFace,3,4,3,1682.0,4,1,1700,1700,1,3,2,2.0,544.0,1,200000,0,0,0,1.0,2,0,30
1180,RL,10496,Reg,NAmes,1Fam,1.5Fin,BrkFace,2,3,2,1040.0,4,1,1168,1846,1,2,1,1.0,315.0,1,143000,0,1,1,0.0,2,0,36
1181,RL,13650,Reg,Sawyer,1Fam,1.5Fin,None,3,3,1,1052.0,4,1,1252,1920,1,3,1,2.0,451.0,1,172500,0,0,1,1.0,2,0,25
1182,RL,8308,Reg,Edwards,1Fam,1Story,Stone,2,3,1,1088.0,2,1,1088,1088,1,2,1,2.0,520.0,0,110000,0,0,0,0.0,1,0,24
1183,RL,9450,IR1,NAmes,1Fam,1Story,BrkFace,2,3,1,1040.0,2,1,1362,1362,1,2,2,3.0,768.0,1,140000,0,1,1,1.0,1,0,20
1184,RL,9317,IR1,CollgCr,1Fam,1Story,None,3,4,1,1314.0,3,1,1314,1314,1,3,2,2.0,440.0,1,176432,0,0,1,0.0,2,0,30
1185,RL,7153,Reg,SawyerW,1Fam,1Story,BrkFace,2,4,1,1278.0,3,1,1294,1294,1,3,2,2.0,496.0,1,179200,0,1,0,1.0,2,0,30
1186,RL,8814,Reg,CollgCr,1Fam,1Story,BrkFace,3,4,1,1274.0,4,1,1274,1274,1,3,2,2.0,508.0,1,203000,0,0,0,1.0,2,0,35
1187,RL,9849,Reg,Somerst,1Fam,1Story,Stone,3,4,3,1689.0,4,1,1689,1689,1,3,2,3.0,954.0,1,248328,0,0,0,0.0,2,0,42
1188,RL,14463,IR1,Timber,1Fam,1Story,BrkFace,4,5,4,1641.0,4,1,1641,1641,1,4,3,3.0,885.0,1,316500,0,0,0,1.0,2,0,45
1189,RL,5190,Reg,Edwards,1Fam,1.5Fin,None,2,3,1,570.0,2,1,617,1079,1,2,1,1.0,249.0,1,125600,0,0,1,0.0,1,0,35
1190,RM,9750,Reg,OldTown,1Fam,1Story,BrkFace,2,3,1,984.0,3,1,984,984,1,1,1,1.0,308.0,0,110000,0,0,0,1.0,1,0,30
1191,RM,6000,Reg,OldTown,1Fam,1Story,None,2,3,1,960.0,3,1,960,960,1,1,1,1.0,308.0,1,108500,0,0,0,0.0,1,0,16
1193,RM,11851,Reg,OldTown,1Fam,1.5Fin,None,2,3,1,1027.0,4,1,1027,1633,1,3,1,1.0,240.0,1,129000,0,0,1,0.0,1,0,35
1194,RL,13811,IR1,Timber,1Fam,1Story,BrkFace,2,4,1,1112.0,3,1,1137,1137,1,3,1,2.0,551.0,1,176000,0,0,1,1.0,2,0,36
1195,RL,10143,Reg,NAmes,1Fam,1Story,BrkFace,2,3,1,1380.0,1,1,1380,1380,1,2,1,1.0,364.0,1,154000,0,1,0,0.0,2,0,42
1196,RL,18265,Reg,Timber,1Fam,1Story,BrkFace,3,4,3,1256.0,4,1,1256,1256,1,3,1,2.0,578.0,1,180000,0,0,1,0.0,2,0,30
1197,RM,4224,Reg,MeadowV,TwnhsE,1Story,None,2,4,1,1142.0,2,1,1142,1142,1,2,3,2.0,528.0,1,134000,0,1,1,1.0,2,0,25
1198,RL,12615,Reg,Edwards,1Fam,1Story,None,2,3,3,1202.0,2,1,2158,2158,1,3,1,2.0,576.0,1,243000,0,1,1,1.0,2,0,42
1199,RL,14536,Reg,Timber,1Fam,1Story,BrkFace,3,4,3,1616.0,4,1,1629,1629,1,3,3,3.0,808.0,1,270000,0,0,1,1.0,2,0,40
1200,RL,9187,Reg,Mitchel,1Fam,1Story,None,2,3,1,1084.0,2,1,1080,1080,1,2,1,2.0,484.0,1,134000,0,0,0,0.0,2,0,30
1201,RL,9900,Reg,NoRidge,1Fam,2Story,BrkFace,3,4,4,1347.0,4,1,1372,2646,1,3,2,3.0,656.0,1,260000,0,0,1,1.0,3,0,35
1202,RL,8333,Reg,CollgCr,1Fam,2Story,None,3,4,1,738.0,3,1,738,1491,1,3,2,2.0,484.0,1,168675,0,0,1,0.0,3,0,35
1203,RL,10147,IR1,Gilbert,1Fam,SLvl,BrkFace,2,4,1,392.0,3,1,924,1694,1,2,3,2.0,398.0,1,160000,0,1,1,0.0,3,1,30
1204,RM,5914,Reg,OldTown,1Fam,1.5Fin,None,2,2,1,684.0,3,1,684,1080,1,3,0,0.0,0.0,0,95000,1,0,0,0.0,1,0,45
1205,RL,11646,IR1,CollgCr,1Fam,2Story,None,3,4,3,704.0,4,1,704,1422,1,3,3,2.0,440.0,1,173000,0,0,1,0.0,3,0,30
1206,FV,7200,Reg,Somerst,1Fam,1Story,None,3,4,1,1293.0,4,1,1301,1301,1,3,2,2.0,572.0,1,187750,1,0,1,1.0,2,0,35
1207,RL,20544,IR1,NWAmes,1Fam,2Story,BrkFace,2,4,1,791.0,3,1,1236,2093,1,2,3,2.0,542.0,1,215000,0,1,1,0.0,3,1,42
1208,RL,9981,IR1,Sawyer,1Fam,1Story,BrkFace,2,3,2,1073.0,3,1,1073,1073,1,2,2,1.0,270.0,1,120000,0,1,0,0.0,1,0,25
1209,RL,8251,Reg,Somerst,1Fam,1Story,BrkFace,3,4,3,1494.0,4,1,1506,1506,1,3,2,2.0,672.0,1,249000,0,0,1,1.0,2,0,35
1210,RL,10140,Reg,NWAmes,1Fam,1Story,BrkFace,2,3,1,1334.0,3,1,1334,1334,1,2,2,2.0,477.0,1,164500,0,0,0,1.0,2,0,42
1211,RM,8239,IR1,GrnHill,TwnhsE,1Story,None,3,0,0,0.0,3,1,1295,1295,1,3,2,1.0,312.0,1,230000,0,0,0,0.0,2,0,35
1212,RM,5700,IR1,OldTown,1Fam,2Story,None,2,3,1,672.0,3,0,672,1344,1,3,1,2.0,456.0,1,140000,0,1,1,1.0,2,0,42
1213,RL,7200,Reg,NAmes,1Fam,1Story,None,2,3,1,732.0,2,1,732,732,1,2,1,1.0,240.0,1,118900,0,0,0,1.0,1,0,35
1214,RL,9178,Reg,CollgCr,1Fam,1Story,None,3,4,3,1468.0,4,1,1468,1468,1,3,2,3.0,904.0,1,239900,0,0,1,0.0,2,0,40
1215,RL,4043,Reg,NPkVill,TwnhsE,1Story,None,2,4,1,1069.0,3,1,1069,1069,1,2,2,2.0,440.0,1,146300,0,0,1,1.0,2,0,30
1216,RM,4224,Reg,MeadowV,TwnhsE,1Story,None,2,4,1,1040.0,3,1,1040,1040,1,2,1,2.0,499.0,1,124000,0,0,0,0.0,1,0,30
1217,RL,11235,Reg,Sawyer,2fmCon,SFoyer,None,2,4,3,925.0,2,1,999,999,1,2,1,1.0,308.0,1,130000,0,1,0,1.0,1,0,25
1218,RL,8450,Reg,SawyerW,1Fam,1Story,BrkFace,2,4,1,1349.0,4,1,1349,1349,1,2,1,2.0,539.0,1,179000,0,1,0,0.0,2,0,35
1219,RL,11851,Reg,Gilbert,1Fam,1Story,None,2,4,1,1424.0,4,1,1442,1442,1,2,2,2.0,500.0,1,180500,0,0,0,0.0,2,0,35
1220,RM,4608,Reg,OldTown,1Fam,1Story,None,2,3,1,747.0,2,1,747,747,1,2,1,1.0,220.0,1,80000,0,0,0,0.0,1,0,24
1221,RL,9262,Reg,Somerst,1Fam,1Story,Stone,3,4,1,1573.0,4,1,1578,1578,1,4,3,3.0,840.0,1,287090,0,0,1,0.0,2,0,40
1222,RM,12702,Reg,OldTown,1Fam,1Story,None,2,0,0,0.0,3,1,882,882,1,2,1,1.0,308.0,1,97000,0,0,0,0.0,1,0,25
1223,RL,2938,Reg,Blmngtn,TwnhsE,1Story,BrkFace,3,4,3,1368.0,4,1,1511,1511,1,3,3,2.0,398.0,1,246990,0,0,1,1.0,2,0,35
